id,square_term,sentiment,text
gp:AOqpTOFk3_pLCDh-ILcXGQrjaGCewgE_03DGPYQOCc1Buc8LxPjRtooXWiVFBfmQb8A0-gTY9pcwMNxTH-tOYw,1,neutral,Não conseguir acessar
gp:AOqpTOG_LHVsPdYG8uEbd7rv_DgNUlwwuKCvH2VkejnEPsphVgOZ98zd6TQBG0rWFhz6NvW8EwFFlaFZY4ZMxA,0,negative,Fraude completa
gp:AOqpTOFCSmuFUlnPOKXaaOIRsmVlB6sNaCP9aQ1Hy7deB2Jf5zsNs9M6xtzUQB-iZdvrcPhEx9Vt_Ir6gpLROA,1,negative,"Inútil. Tenho cadastro no site gov.br, tenho cadastro na carteira de trabalho digital, digsus,INSS, e outros sites além de conta poupança na Caixa por mais de 20 anos. Tenho minha senha, email e telefones todos atualizados além de endereços nesses serviços. E esse é o único aplicativo em quer mesmo eu colocando minha senha e dados corretos. Não consigo terminar o login por causa de um reconhecimento facial de prova de vida que nunca me reconhece 😡😡👎🏻👎🏻👎🏻"
gp:AOqpTOFilVT6ELexlwTKUFbhAnttBvRoZx-5lKqQbT3iyLlE234Z_ZGOql8NuoOwuNhga-AXg45mbb1nz_Z8Kw,1,negative,"Eu preciso acessar o enem e quando eu tento acessar o gov.br cai na aba de recuperação de conta e pede uma senha temporária que eu tô a dois dias tentando conseguir pela internet, pois a outro opção é ir ao INSS NO MEIO DO LOCKDOWN! EU PROCURO O SUPORTE MAS A UNICA COISA QUE TEM É UM FAQ QUE NAO AJUDA EM NADA NEM TEM LINKS PRA IR DIRETO NO LOCAL E TENHO POSSIBILIDADE DE PERDER O ENEM PQ NÃO CONSIGO TER ACESSO A PAGINA DO PARTICIPANTE E IMPRIMIR O MEU BOLETO ..."
gp:AOqpTOHmcm4gCGXj8Uj2SBGxlfIVCFhZUjRtZdKxx5SuBilXQyLv2BPCpLyxazMONnqkaXNRxpsW-llteCqUzw,0,positive,"Dei uma estrela porque não tenho conta no aplicativo, e no mesmo conta que eu já possuo uma conta, como faço para acessar o aplicativo do meu gov.br. obrigado"
gp:AOqpTOHooLNLf30SnXpBYSMHgZq45HHuY_mtpMd5SY8BL9j-tlyyFr9Tw2jnp2TumwWDmpBMwC9cjLavXwHV3g,1,positive,"Bom dia,estou tendo dificuldade na verificação facial pois o círculo vermelho não fica parado no amarelo ele fica na parte de cima no lado direito da tela alguns momentos ele aparece na parte central mas ele não fica lá de forma constante."
gp:AOqpTOFpDt7i6mLw9HJxhaPcV5okJEWRwmA4jCoQ1qjCTf6N57FMfnBfgsbDua0a6871bKkyWbAuRiKUO-lc9Q,1,positive,Bom dia quando coloco o CPF diz ser inválido
gp:AOqpTOGszoSPeeKd4Ndig-wSBpvW30vn2qCnbpVBVjgrz2_bCOtGCJ6_FS_4TL9TFyvVhlBmrRjWJ_DiHksV0Q,0,positive,Muito Bom
gp:AOqpTOGTsX2oN2sF3p2Quzdp0ZX9LLyWSadsjvMBHVZdTN-soq8tnXCuFcEiepMT5PX535AijmDEX4KH561g2g,1,neutral,Não consigo entrar também no app me dá uma mensagem que já sou cadastrado sendo que nunca cadastrei!! As tenho uma pergunta si já cai em outra conta que tenho em outro banco quando informei no RH da empresa que trabalho
gp:AOqpTOGAjPtxHEgCvQoJvmnXvAxGvYkvOyqoSImUbGraiIei_yt74ESR2plOes_jfca_ALmaGBFlAho7e7ZdOg,1,negative,"Tento acessar, porém, informa que não constam informações biometricas ou algo assim"
gp:AOqpTOGlnSfl0sw7Drmx59NpOlM577PYQjEF-0-xPEV5MnV01IAXJHUcwY9NC3R18QTmLYIKXn5y6ZnqXZbY9w,1,neutral,NÃO CONSIGO FAZER VALIDAÇÃO FACIAL
gp:AOqpTOFZPWHWiiKmLQhJ3j0GTTSN-vcnLRI35T98KbMEic3yCRdXZjm-WPwR8ttf2pQJ_obH45wlVOaBXaGnwA,1,negative,"Fiz minha inscrição para o Enem, tentei entrar mas, tem um email e outro número no cadastro q não e o meu, não tô conseguindo ter acesso, me ajudem."
gp:AOqpTOEiaExaMcKGbdKW3Luru6fybwXvNHO1EBnF5JIkTiHGFqIQ45hacb00Eb7hC23t5YqYfr5AfMf3_ZfWrA,1,neutral,Não consigo acessar diz q sou cadastrada e não reconhece minha face
gp:AOqpTOFFfBf_O9_L6Z70FIUb192tOTIUOwXMNvgkA--mLRzVR5I6urFu1MBXSqvXpb1BLgSX7Qn52O_I0NLS4w,1,negative,"Totalmente desorganizado e nenhuma das funçoes é valida, se estamos no mesmo app, como pode a funçao nao der valida??????"
gp:AOqpTOF2-yfgyoaF2oZMnfhd0Hs-FkRBBm34lsCwngQpwopPO453OVaiBdUhbqDYoZ8mO1AY6kpfvsd07CbOBg,1,negative,Estou tentando entrar mais n da por q fala q meu cód já foi cadastrado sendo q nunca entrei nesse aplicativo vcs tinha q responsabilizar pelo menos um numero q desse pra gente ligar pra conseguimos tirar nossas duvidas agora estou aqui sem ter aceso por q la mostra outro numero e vcs sempre são a mesma respostas a todos sem si quer dar uma atenção de verdade sacanagem de vcs estamos atrás de uma coisa q e nossa e n temos nem atenção como q uma pessoa q nunca fez o cadastro conta q já tem
gp:AOqpTOHHOB-gHk6G1C8vEeZTxywzW4dCSDmlhx0F7KcDtDvbfTJiOLwTBm-VEjFl8xLcJu33GHz0og-4QoBbLA,0,negative,"Péssimo, diz que meu CPF já esta cadastrado mas nunca fiz cadastro nesse site e quando vou para alterar minha senha aparece qie não existe email cadastrado e o número qie está cadastrado e do Paraná e eu moro em Joinville Santa Cataria"
gp:AOqpTOFfUocGBw2J5YSTYmklg9dCVLPIPIwE2WIlJU0EmFJJe1XEIUoFMYavVomvA2hLAim2lc2moJ1iCdyRtg,0,neutral,"Precisamos que vocês concertem isso , porque isso é um absurdo pra nós estudantes"
gp:AOqpTOHlQOkoNpvAvJUEuxWafuddYrwqGAFvub3ZUqUr03BWJ5N3YbTQNBi2UYQqX6ocnKcNZIPSDntF6476Qg,1,negative,"Baixei o app, não tenho cadastro, mas está aparecendo que tenho cadastro. O que posso fazer?"
gp:AOqpTOEHpTT5vcrY8r1u_hiVHQdmVfDLMNM96U69-LIvDrqyU9qbCV6GvxbPycRj4eYLEVGtyZUYKiBkJaGX8w,1,positive,"Sou cadastrada,consigo acessar minha conta. Mas n consigo da entrada no seguro desemprego,porque diz q costa divergencias nos dados cadastrais,q tenho q validar dados e habilitar dados. Como faço pra resolver isso?"
gp:AOqpTOGGeLQTLdfeRLa1dR8r0K7YiqtZmXNp24UT4WfgllRsmdapCzA95pitaeXYC3WRQ0c_T_w1ATrj-YJLKQ,1,negative,Não tenho cadastro e tem outra pessoa usando meus dados tentei de todos os jeitos com o link alterar o cadastro e não consigo. Aí fica difícil
gp:AOqpTOGlZbwzpKu7zvk_WdntCT6_kwi2r94qBQ5Ub4klRXPTw7U-B-bdZHv_j6MitfsvafKGMXRX014oW3r2dQ,1,negative,"Esperava que fosse menos estressante, pois meus dados para recuperação de senha, não confere com atual procedente."
gp:AOqpTOE4Chh5QLLGCodRGd6AV5ga4lV2YTH7LGdFlLpxCWKM9mmSjzLxeH7C5IREF-rBQRyQTP6WPKnF_tZOkA,0,neutral,"Eu não tenho cadastro , mas quando coloco meu CPF informa que já estou cadastrado ,e quando tento recuper senha, o email e o telefones não são meus ."
gp:AOqpTOHhW2gPtZj8ZeSvSrhcxos3KeV-kzXVzRi6Xru2eGy7bWJkCxDbv9WjYAsW3HzgcTfzw8MHBHkVuFacKA,1,positive,Nao consigo entrar no seguro desemprego e nao consigo cadastrar a biometria facial
gp:AOqpTOGF47n7rE6IL36vQpfxJWH9VI74mvr12IvllLUufZx0O_90ngmmbPZlcA5cIqVyNV_VonGu1I8CC6Eylw,0,positive,"Eu fui fazer meu cadastro e descobri que já tinha um, sendo que nunca fiz nenhum cadastro nesse app e nem no site e o e-mail cadastrado não era nem o meu, como faço pra resolver isso?"
gp:AOqpTOGpw6wuqZnwJvPKtsvoYgux5Ax65je09_vsDri-avy1JQKoJiR0QIDlhDFBtgLqSDf_TPVXr1x2fMgJlg,0,neutral,Bosta
gp:AOqpTOGdYOjA8ppqU1PGwSDOjT8wHVPkAGe7HAW5XVTEDtNXrSmxW077AF3_sEOCyzk8xs1bq67jDh6uLXi0wQ,0,positive,"estão usando meu cpf, quando entro no app diz para recuperar senha em um e-mail que eu não sei de quem é, e o telefone de alguém que não é o meu"
gp:AOqpTOFACMC7GD1rBvRfJXo7P4apQOu9n-J9Se_Z3uifC4ig6sozPC0CIIGR4yHiCcYiSuf0k58hWtWlaZ0p_A,1,neutral,Esqueci minha senha o que fazer?
gp:AOqpTOFi1Tl4QXQ-p61xJMZEU0JPCGIu2qf-iiBUacoek4UIymSBdG16Qts7ELi0fmjPn2OOhfvGQCXgrpIKbA,1,negative,"Mas qual é a parte que eu nunca entrei com meu CPF nesse gov.br, não tem como recuperar senha pq não tem como colocar meu email, nem meu telefone. E qual é a explicação pra isso, como uma pessoa tem seu CPF cadastrado no gov.br se nunca cadastrou? E não vem com essa de recuperar senha que não tem como"
gp:AOqpTOExCxdD-g6P9bkI7O1lWgGXowmzofOAuA2YuPGlWGtBGM27klSeASZCszhfONrOvyFKt1uZBnny3q_9pw,1,negative,"APLICATIVO RIDICULO ! está acusando que já tenho cadastro sem eu nunca ter feito, e quando tento alterar a senha diz que meu CPF está cadastrado em um email que não é o meu, e nem se quer dar a possibilidade de alterar. Já fui no faq tentar soluções e nada ! HORRIVEL CONFUSO E DESORGANIZADO"
gp:AOqpTOFePbDaAX7dny5CCkktiURyPFRuopyvdbixnVMTAbHNdRnlGvhdTctNiu3Rk31FM1CL63NQvR7S2osRVw,1,neutral,"Nao consigo acessar, diz que ja tenho cadastro mas nao tem nem como recuperar senha"
gp:AOqpTOG4SJ-4Rg7Q4pJt0V4I2jZ2wilH3TOPZBhykBelN7Gf-w14rsv2ARPkEKmqnKxzCTddIrCa7h-kCvn95g,1,negative,Dou a menor nota possível por causa de que não consigo recuperar minha senha e nem posso mudar de E mail por causa de ter perdido o antigo em outro celular resolvam isso porque e impossível recuperar minha senha na situação q está o site obrigado.
gp:AOqpTOFr8M9gciJ3CHEkPRZA7rbfKZlsfqGaGsBIZmJS6-RPQqGdGqNCyTFODa-RVNt2i0WgNzpG8HGMiD_dyw,1,neutral,"Poxa ja possuo cadastro, mas não estou conseguindo entra porque fica pedindo CNH, assim não da!"
gp:AOqpTOHZwbsakMcOHxqOshC20np_PWQKjQgMvK9C-kfiohDe1B5DivxKaRJUalhGTc6a4s5fLvGOVI1Dd3Pgsw,0,positive,"Estou com o mesmo problema, coloco meu CPF e informa que já está cadastrado, isso é uma fraude pois eu nunca fiz o cadastro e tento recuperar a senha mas aparece um número de telefone que não é meu, e as opções que vocês já deram não estão valendo de nada, não consigo recuperar meu acesso, agora outra pessoa que usou meu CPF vai receber o meu dinheiro, a minha empresa informou que não consegue ter acesso pra resolver, o sistema de segurança desse aplicativo deveria ser seguro e não falho ."
gp:AOqpTOHz8GWcQ9KM7nk9rxSGyXfzKz7EV6YvJB_UqFdQICDV6-iVw-20Bl7vL8qHMRXJShx5ZsjMMb5qooxvPQ,1,negative,"Que app mais lixo, tento entrar e já diz que tenho uma conta sem nunca ter me cadastrado como pode isso, aí eu fui recuperar a senha abriu uma página na qual estava um outro e-mail que não é meu e um número de telefone com DDD 32 sendo que meu DDD e 11 e com um final de telefone que não é o meu espero que resolvam isso o mais rápido possível"
gp:AOqpTOFSxJp-vZd62Pssv_CFbiFCa4OUeqWwwXEgpmOJ9VhRsxQnbIBl0OOXeZ4c-M4pDLhLQzMDp-azpp0Zyw,1,neutral,"Não consigo fazer a validação facial, diz que não tenho cadastro. Sendo que tenho"
gp:AOqpTOEPuIA4y2ukMCUg-PHw2767ya0UKvWVekZ8Yppyz_W0nh7j1Djbv7VjXxK_pUtjUOzKWkv8qtb1Q55zyg,0,positive,Bom
gp:AOqpTOFtxsbdC4prqwyLC0vdN88JSFlgLEi0vqKY9HTpQdHKqRfhOT-tRkl7wn2YuJ0l7Nhu2WK1Zo6B9rHFMA,1,neutral,"Um lixo disse que não consta na biometria facial, aff serve para nada. Nem para reconhecer meu rosto"
gp:AOqpTOHIDzqotYtA0WFqiyDoEIPDHswTnipxBrmgVHhLotrAf2HRQHHc--2oKvJiOmVJUIWNcT__ZcVt8g076A,0,positive,Nao estou conseguindo acessar por que está dizendo que tenho uma conta sendo que nunca entrei nesse aplicativo é o e-mail que tá cadastrado eu não tenho mas acesso e não tá cadastrado nenhum número de celular não sei mas o que faço por que está perto de receber meu benefício do trabalhador e não vou pode receber por causa disso
gp:AOqpTOEHUjk50utsTUktXSVgHIAZdQeLe3ZIbrcmQ8qOmRUYBiur9rw7hajhosBM0im7dXIoinbwUzpEMPyj0Q,1,negative,"App horrivel coloquei cpf e senha ,pediu pra tirar a foto pra prova de vida .depois fala que nao tem biometria .e nao acessar o app ."
gp:AOqpTOEp58HQ8jpkjRG7MWBQzAU1-nlit8OMf3yM1mgLW_ZuhBZe5k4VJoFWczxo1xn3Z8Fqu2HarNSk_tS1Tg,0,positive,"Estou tentando criar uma conta, quando crio dizem que ja tenho cadastro, quando vou redefinir a senha, aparecem dados que nao sao meus. Ja entrei no site para resolver isso, mas o site está dando erro"
gp:AOqpTOFXYrBMdtF9ZAkhATrxFE_2c6oto5BO_GPvwVrk8cX3mtTxEsbYurVGsLvSfY6HHul4R3M8H96JDnEZpQ,0,positive,App horrivel. Nunca fiz cadastro nesse aplicativo e nao tenho CNH digital. Mas ao acessar com meu CPF fala que ja tenho cadastro. Estao usando meu CPF. Arrumem isso urgente. Façam a coisa direito.
gp:AOqpTOHk2B4MPRZr2-dbB7wrE74OXAhkN5d-bOBUYeZ64ajD2hMGHXjYRfFy7rNDGAvLspU2DYi44yVF2qxBPw,1,negative,"Não consigo acesso ao aplicativo, não me permite baixa-lo. O aplicativo está com problemas, preciso acessar urgente!!"
gp:AOqpTOFrul1SId6EXsE4Q7nVzjAyP_IWyXYSDcH_7TFaOhZCwGpWdzCQghWeWw3dZyXVQcoWZvDOW1MvkCJsKQ,1,negative,"Horrível App, eu tentei fazer login porém tenho uma conta antiga e não válida pelo rosto ódio viu"
gp:AOqpTOFSEsW1x4QOAApyipwH9Rqg56BnJ3cr66AKpGPn__bQhORGJF9KVh4p1yV3ulD99YZnxwB2nWwPwFH96Q,1,negative,"Péssimo,não consigo realizar o meu cadastro porque não tenho CNH e isso É muito errado! Pois possuo problema de saúde que me impede isso é agora o App me impedi de visualizar o andamento do meu benéficio por não ter CNH!"
gp:AOqpTOEcnRP_QMQQQwMyjUPKodua4qO1-lS9ZlPRHWsb_BactKMGHdcEqGZYQHCaXu1PMLevS3gGhJGnwJlk_w,0,positive,O app disse q já tenho cadastro .mas não tenho nem conta no branco do Brasil .nossa tá difícil vou denunciar o app. fralde
gp:AOqpTOGY5NsbDuiXK5VMmDQXC1ssmx3BG33QF0jFr2uMRKE5VtjGMf7CeVxgs2JUyUFks7ExvySO09SHFbE2FA,1,neutral,Tenho conta na gov.br porém quando logo pede pra enviar foto quando envio diz que não consta na base de dados o reconhecimento facial.
gp:AOqpTOExQS5owRkGyXS_f4XTUFqiYBJn4INYYEWeBOLYSLOOI9b1RCC0hdmTE-uqWSzyaQWj100pKsXncZdBXQ,0,neutral,Não consigo fazer a prova de vida/ reconhecimento facial
gp:AOqpTOEz_BeOvaBAuxv6zDxSlbCFZBqLueGkxrpP4zb6R351o3W9BtzvhACoUwvk5neF3-NzMyDdQrqC3Qn-Sw,1,positive,Entrei na página reconhecimento de vida daí pede o Qr code não tá certo. Aí não ti dá outra opção pronto não vai a lugar nenhum eu não tenho CNH digital
gp:AOqpTOH6o8r1YwQI7W3F2A7GfLbllWqAMTRNg5YMDYbO1okhMYyPZd0bdQXItu02Gw8S6D-Ib18THfpQDXv1rg,0,negative,Horrível tô tentando recuperar a senha mandou vários enviar pra esse tal de FAQ fiz exatamente como pede e da erro na página resumindo horrível impossível acessar
gp:AOqpTOE5GuGvBYJrn-DHBYeZn1npkFbeibhMwuTQ77M6BsSiGzKHXniAzT85kuXVy2sJPCJizvpFvwoTeWNSNg,1,negative,"Boa tarde. Não consigo acessar nada no apk, clico em entrar e posiciono meu rosto, depois disto diz q não a cadastro de biometria e pelo site não validar os meus dados."
gp:AOqpTOGfP349BdqT1D20i7OuH465Xrz160AvIZu92q6oKaDsf-YDVlQ2eZbTf3J_GmiMBnmsgQKkXn2mRFq66A,1,positive,Não entra ele simplesmente não entra. Vocês precisam resolver isso.
gp:AOqpTOHg-o62C1Fh1oMTbsrnmiMxzCzl20Ptwe1VsbJchJ0h5cjyVlCCMfnHhYR0HUumkiurijCNdniYxL1r3A,1,neutral,"Não reconhece minha face! Aff, complicado, se é eu q tô acessando."
gp:AOqpTOFYhteaLAua2UdbYS4gad3ElNI6QzECtnWZ4Qm5mBEKzN6c6A-2saPKXZ8aVbArqar-JqbHwkadsVfWdg,1,negative,"Deveria existir outra forma de recuperação de senha,pois o email e o número de telefone que aparece não me pertencem.Sem falar que eu nem cheguei a criar essa conta,mas insiste em dizer que""usuario possui conta"".Dessa forma não consigo ter acesso as minhas informações do enem e estou sendo prejudicado."
gp:AOqpTOHL1lG8_K-r2hSkWr_bUb9bx4MT69uTxgffbClvC5sdrK4iLKOKhGThGz61NqkTESZd19JXkzMUeuJQUw,1,positive,Precisando da ajuda para redefinir uma nova senha de acesso no aplicativo por favor me ajuda
gp:AOqpTOEpdDxshQuaWqj06bfzD8XBEXlQV19SZJtWj-_tOY8kjnruIpDBDF_k0GrGoJG5Wh2fo5_77uTRTfK8iQ,0,negative,Só dá erro. Péssimo aplicativo.
gp:AOqpTOH6vA8cmorrL0FCHHA3eXZamqiOjEg--iyVjl970ceGf5qmAv5-d1Wv4V1PkCnTUybkZodz1t7JlFzajQ,1,neutral,Nao consigo fazer o login diz que ja tenho cadastro nao sei mais a senha e nao consigo mudar
gp:AOqpTOHR64sdgTXzp970nFI8Iyo2UQ4VPrDdRknmW239qUifHwUs_nnMnsRwc62jsxuIk1-JZu7C9MYbuCd0jg,1,neutral,NÃO CONSIGO ACESSAR O APP.
gp:AOqpTOFz_eBxKhuY0hw9SAUPX8qnMmJJLm1e86iYOjmBmK0_R4oggsk0njJW_MEPraPXxksv1uCPVorWyh0dSQ,0,positive,Estou tentando acessar . Mas diz que já tenho conta . Abri pela primeira vez o cadastro nesse ano 2020 . Provável que tenham feito em meu CPF o cadastro. Preciso de ajuda. Para saber o que está acontecendo.
gp:AOqpTOFNdimDucUKULqdk3pTfhG8nDfZ8r7wk86tFbkYBcJjAEw14RfwtzAdIpxVakekvyYWdq-JXn7di2lzdw,1,negative,Chega a ser ridículo ter que fazer reconhecimento facial e depois não ter acesso a nada...
gp:AOqpTOFnrfzfO_eRQV6p9OAT9kDsskKHOJHZXUynPOlAB6em_Dz9ot7yCgFx85gm09fDUMHn9tFBLEuIHZpuWw,0,negative,"Aparece que já tenho login , e o email que envio pra recuperar senha ,não é o meu. PRECISO ENTRAR NO APP DEVIDO VER COISAS SOBRE O ENEM. NINGUEM RESOLVE."
gp:AOqpTOEFxV5C_N9c8WTb2_1OEIU4ezkmYm41M8fejlLhHv2e-1D0K5uqYLWCuxtEuL0l4YHID9_6MhMg5AAZpQ,1,neutral,Não tem a opção de esqueci minha senha
gp:AOqpTOG6it-13A0UnsytUnbYAMF8AvIuw3AffgtX9DYCsIbm7SO2S6n0oSWf40eeYXxaUDvnDzfxSdQaOhJmZQ,0,positive,Ótimo
gp:AOqpTOHNaC0LKxd6KXW8zOXjiRkr_lnZdo7K3my-rK3fznr5s1PZhsVwDr9bZb6gmqdPRjmqyWn1N_Tn8X0-WA,0,negative,"Não sei a senha que foi cadastrada, quero solicitar o seguro-desemprego e não consigo por conta dessa senha. Tem várias opções de resgatar a senha só que a única opção que está disponível é a confirmação dos dados , e não abre o site."
gp:AOqpTOHo_3M7miEjhJKJKsRC9XDT9w9varYx2UirvTgKyyk6b-P_Eq_69kGiUkstfRqrg5h-4blOJa_psSHFdQ,0,negative,"apñicativo muito ruim, nao consigo cadastrar meus dados porque sempre da erro"
gp:AOqpTOHhdTIh70MxkYaymWdReZ9zFet0DNuPzl0Swi1B_keQBKBfw9Pp2ZzxnVsP4-ZWB14-VRJpQCe-CFL4zg,0,negative,"Um lixo de aplicativo. Não há uma contra criada no meu CPF, mas diz o aplicativo que há. E se há, não me dá a opção de acessar, tão pouco da a opção de redefinir a senha. A impressão que nos passa é que a função é dificultar qualquer tipo de processo pelo qual precisamos passar. Simplesmente inútil."
gp:AOqpTOGl0vxA5lEvpHlpDnraipbyERX9ipx_bOCIrv3WSQlOImOx95qXzWqr_rhHIC__yfvZZplK3JT9kb3g4A,0,neutral,Bosta
gp:AOqpTOFkzDFHOKL82Lf6NkLTKn9hY0Vqv0FUxuzXOMBrISMCL1BfIaYygcBnb43pjVoGGW2TkXc7a1VCNJNU4w,0,positive,Gente esse app e muito bom melhor nao tem muito bom mesmo
gp:AOqpTOHzpxCKkiauncTknCHLLH0NbcZYUYmgahvXmjKOtqg217_2FXGAX9dYBH65SdL1YymsC6I3uco7PP9fKA,0,positive,Ótimo
gp:AOqpTOGMDW-_b6YOg0m8D2wJ0h216rphVJE2UwrHLwHZ81nocUne_zJ8P4rlf4Wcp_2XNq81n97V89dKfs4g6w,1,positive,Estou com caimbra na boca e meus olhos secos de tanto sorrir e pisca e nao deu em nada aff
gp:AOqpTOFHMzyi46QM8nlCcZH_Pf62EYG98Jm6tbRPHVAj-JMAOczzaVDLgT8IYUzEIGSMUwYTHb3pbCnZxnYOdA,1,negative,É horrível nunca fiz cadastro e informa q já tenho dados cadastrados e-mail e conta e ainda um telefone tento mudar e não consigo.
gp:AOqpTOEU_fW0adfullsQxCto_vj47D4iMw_sZomp5pxMbLjUjwxgjV9qTRVGaS9uM9_So6CokpJgLsFwjINj0A,1,positive,Não consigo me cadastrar da erro não reconhece meu rosto como faço?
gp:AOqpTOGBtgb5B-CTdI2He7ShJDy_NaaBByWmxWxL3yfDn-G4WtfRqmLyQVVV8sqzdEL7lN-mVD-JQE-Ig_Vn-g,1,negative,Muito ruim por que quem não tem acesso o E-mail mais no cadastro fica impossível acessar o aplicativo
gp:AOqpTOE67eJBHxbW5-F8DbLA18d9NfzR6kFB6O40vZG9OaC_1QzvEBkKKPBoMwYL2JxChRuSAJFjkFQ-eiYk6Q,0,positive,"Péssimo nunca da para acessar E não tem como redefinir a senha Diz já ter conta criada sendo mera mentira pois não criei nada nem pele site Concigo redefinir É uma vergonha se tratando de um app do governo Sem proteção alguma, qualquer um com o CPF da gente cria uma suposta conta e vc nem mesmo consegue redefinir o que vc não criou (uma vergonha)"
gp:AOqpTOEMitVA0O4YAQfn7wOpIJc7qs-hRH8vw8xcQdV-wVCLKARX1zG3fdsBdd0b3caLpix6zCCJrXwiqRqa3g,1,neutral,"Como eu faço pra entrar na minha conta do Enem pelo app? Eu sou cadastrado e não estou conseguindo acessar a página do Enem, fala que ja estou cadastrado e quando vou tentar recuperar a senha, nunca dá certo"
gp:AOqpTOFKqn4DH2YE6hlqK5ds_8fgzsMSZbBkEXjyC6FdVrzsNHfk_yEZYZa1mhrLLgQsT4ezbXIuVEkK2eI4kg,0,positive,"Sim,,, facilita muito em vários serviços e o mais importante,,sem sair de casa 👏👏👍"
gp:AOqpTOEWvDXFL0shSkqew72xfsJUhp06Bryowfdboq5AGqMPvPqg9joDvy5Sta_kjUgY9jyY48X5wxFtR5Mshg,1,positive,Não consigo acessar meu auxílio como faço pra entrar no aplicativo sim preciso saber se foi aberto uma conta digital pra mim
gp:AOqpTOGaKZx_PONJU1X-nF0ZpZXKt8zD5s_95yx2b1QxYfGAh3g-d5ZnbhpHNb5PQhW7mkex8GHZdjP2oiN78w,0,positive,"Ótimo, porém é bom implementar novas funcionalidades, como mudar os dados pessoais."
gp:AOqpTOF30AeJ98OmLYVZitUSNCstsddRp_c0sq6NiZMEjuuINN2_yPEkHDzYI9fGNmLHGM1rwnK5R8xIHSeDWw,0,negative,Pessimo
gp:AOqpTOFGf0AADlPdIb4UUsf10QlgVz--EJ3QTAz9i6XfMu2bVWf_9ZwWsanWddjYUUC3-PVVJVXL6VddemgqKg,0,negative,Estou tentando e só verificação inválida e não consigo recuperar.. lamentável onde precisamos tanto ultilizar nesses dias de quarentena. 😕😠
gp:AOqpTOFp95Z7R6RvwKp4dGax2jpmITadBwk_W9LnK85aJyXbO_L3V3JRJa4XUCmAnecst4sFehiXj83scRGVhQ,0,positive,Muito bom.
gp:AOqpTOH9pV6pkbXgzdP3vDRdjjUCTmLfreknrq843OmSSJPvUZ0SC1uGU3D5vBboaEnttz4frm5w8tD7hKkaEw,0,positive,Esse aplicativo e muito ruim não consigo fazer a verificação fácil ! Estou dias tentando entrar e dia q da certo para entrar e para verificação fácil ficou quase 2 horas tentando tirar a foto e não dá de jeito nenhum ! E eu tenho cnh e mesmo assim não dar para fazer ! Preciso de ajuda
gp:AOqpTOFDozt6C334Z1Cu1Ut2ddnaHb7CpN5oqx-JyeA8LY1ow3rW7iaAJ4I6PJH0boigXAc-Y5Tzur_RAyj4BQ,0,negative,Ruim demais o reconhecimento facial e péssimo! Devia nem ganhar um viu
gp:AOqpTOHHlgg_cELOnRsl3rtjPK3IjJATTQ8nVI9L_BtRE9jSGcyT6pGqXRw37MittPLiQWxkSJHvk4I8yB_L8w,0,positive,"Pra que serve esse lixo? Não tem utilidade nenhuma. Se não for um app fake, é dinheiro do contribuinte jogado no lixo. Poderiam estar otimizando outras ferramentas, como por exemplo o CNIS para quem tem auxilio emergencial negado...façam algo de util"
gp:AOqpTOHk7i1lmPcGqrGwvWZnLvq8ldSTsHxbL5CFd81-cRlWxJwURyXD9Sx86BwZyW6kIiRYTXWo2pAYxM0aPA,0,positive,"Mais do mesmo... Só a promessa e a burrocracia do app funciona o restante, dinheiro do contribuinte jogado fora!"
gp:AOqpTOExapISlFqAdLSjZkjm_6gxfZjiwt7V3H-B8UQKGS7Ihn3QG7WKB-zl4d-1yJyFrv2cgAydlIfKQbmpXw,0,negative,Aqui deve que responde a CTPS ta com problema quero acessar meus benefícios mais não aparece fica aprecendo pra mim respode uns questionarios mais não aparece nenhuma pergunta só fica dando erro na requisição toda vez isso já liguei no 158 e nunca da certo já to pra perde meu seguro desemprego por causa disso
gp:AOqpTOFjVXFwLBOhPoQrWqOVgSoNtwXQuWh8mFv3FiLur2Tz43_S-OjZmNyoJtf-skGAs8HTTteGggqN__e4Fw,0,positive,Parabéns.
gp:AOqpTOESrJg3FZ1w0rSaWjvug_qBWjv8b2XrLpCqbBXXWb-Q8HVyTY0YN4R1k8rMBQT8RHzHHpYtjS4sJLgl5A,0,negative,"site péssimo estou tentando a 1 mês tentado entrar cadastro de seguro desemprego não consigo e cada dia da que tive divergência nas resposta e tenho que esperar 24 hs para tentar novamente; NUnca consigo mesmo tento todas as as respostas em mãos, já ligue no 158 sem sucesso; caixa econmica , sem sucesso, ministério do trabalhador sem sucesso , mandaram procurar o pats. , não sei onde fica na minha região , não encontrei no AB C . esto desesperada , sem rumo e sem saber o que fazer , preciso d orientação adequada precisa para resolver esse problema , preciso receber para pagar meu aluguel ^. Alguém tem que resolver . tenho só 120 dias para dar entrada no cadastro . peco ajuda e resposta por favor."
gp:AOqpTOFj6PbRASgQHSsakbC8hYTffxNHdX1gCWYwMPORVGe-cPemWn7fWsbRyQ_fJYESHHlIIfZ7V4JbEBcPYA,0,negative,"O aplicativo não funciona. Não finaliza o reconhecimento facial. Tem dias que tento alterar uma senha. Já fiz reclamação por escrito, já liguei e não me apresentaram até o momento uma forma de acessar a conta. Ressaltando, que há urgência no acesso a conta, visto que ha um prazo a ser cumprido junto ao INSS, para juntar documentos."
